Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,clean_text,sentiment,hashtags,date,hour,sentiment_score,week,year
422,426,Numbness sets in as the weight of loneliness grows heavier.       , Loneliness    ,2021-02-12 16:45:00, SolitudeSeeker , Twitter  ,[],18.0,35.0, Canada          ,2021,2,12,16,numbness sets in as the weight of loneliness grows heavier       ,negative,[],2021-02-12,16,-1,6,2021
423,427,"Tears fall like raindrops, mourning the end of a cherished friendship. ", Grief      ,2020-11-28 14:20:00, FriendshipsEnd  , Facebook ,[],22.0,45.0, UK              ,2020,11,28,14,tears fall like raindrops mourning the end of a cherished friendship ,positive,[],2020-11-28,14,1,48,2020
424,428,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ", Despair   ,2016-05-15 22:30:00, LostInDarkness  , Instagram ,[],28.0,55.0, Australia        ,2016,5,15,22,despair clouds the mind feeling adrift in an endless sea of darkness ,negative,[],2016-05-15,22,-1,19,2016
425,429,"Shattered by betrayal, trust crumbles like fragile glass.          ", Betrayal      ,2018-09-10 13:15:00, BrokenTrust     , Twitter  ,[],22.0,45.0, Germany         ,2018,9,10,13,shattered by betrayal trust crumbles like fragile glass          ,negative,[],2018-09-10,13,-1,37,2018
426,430,"Aching heart, the symphony of pain plays in the silence of solitude. ", Suffering ,2022-03-20 19:30:00, SilentSufferer  , Facebook ,[],25.0,50.0, Brazil          ,2022,3,20,19,aching heart the symphony of pain plays in the silence of solitude ,negative,[],2022-03-20,19,-1,11,2022
427,431,"Emotional storm, a whirlwind of sadness engulfs every thought.    ", EmotionalStorm ,2017-07-18 17:45:00, StormyFeelings  , Instagram ,[],30.0,60.0, India          ,2017,7,18,17,emotional storm a whirlwind of sadness engulfs every thought    ,negative,[],2017-07-18,17,-1,29,2017
428,432,"Haunted by regrets, the ghost of the past lingers relentlessly.   ", Regret        ,2018-12-15 10:00:00, LingeringGhost  , Twitter  ,[],18.0,35.0, France         ,2018,12,15,10,haunted by regrets the ghost of the past lingers relentlessly   ,negative,[],2018-12-15,10,-1,50,2018
429,433,"Torn apart by grief, the echoes of loss reverberate through the soul. ", Grief      ,2015-06-28 21:15:00, EchoesOfLoss    , Facebook ,[],28.0,55.0, Italy         ,2015,6,28,21,torn apart by grief the echoes of loss reverberate through the soul ,negative,[],2015-06-28,21,-1,26,2015
430,434,"Isolation deepens, an emotional winter where warmth is but a distant memory. ", Isolation ,2020-04-02 14:20:00, WinterOfEmotions , Instagram ,[],35.0,70.0, Japan       ,2020,4,2,14,isolation deepens an emotional winter where warmth is but a distant memory ,positive,[],2020-04-02,14,1,14,2020
431,435,"Soul-crushing disappointment, hopes shattered like fragile glass. ", Disappointment ,2019-10-08 18:30:00, ShatteredHopes  , Twitter  ,[],20.0,40.0, Spain        ,2019,10,8,18,soulcrushing disappointment hopes shattered like fragile glass ,negative,[],2019-10-08,18,-1,41,2019
432,436,"Painful echoes of a love once cherished, now lost in the abyss of time. ", LostLove ,2016-11-22 09:45:00, AbyssOfTime     , Facebook ,[],22.0,45.0, Netherlands  ,2016,11,22,9,painful echoes of a love once cherished now lost in the abyss of time ,positive,[],2016-11-22,9,1,47,2016
433,437,"Heartache deepens, a solitary journey through the abyss of despair. ", Despair   ,2022-08-18 22:00:00, SolitaryDescent , Instagram ,[],40.0,80.0, South Africa ,2022,8,18,22,heartache deepens a solitary journey through the abyss of despair ,negative,[],2022-08-18,22,-1,33,2022
434,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ", Melancholy ,2017-03-12 23:30:00, SerenadeOfSolitude , Twitter ,[],18.0,35.0, UK         ,2017,3,12,23,melancholy lingers a bittersweet serenade in the quietude of solitude ,negative,[],2017-03-12,23,-1,10,2017
435,439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ", Bitterness ,2015-12-15 16:15:00, PoisonedHeart   , Facebook ,[],25.0,50.0, Australia   ,2015,12,15,16,bitterness like a poison seeping into every crevice of the wounded heart ,positive,[],2015-12-15,16,1,51,2015
436,440,"Emotional exhaustion, the weight of the world crushing weary shoulders. ", Exhaustion ,2021-09-05 13:30:00, WearySoulCrushed , Instagram ,[],35.0,70.0, Canada     ,2021,9,5,13,emotional exhaustion the weight of the world crushing weary shoulders ,negative,[],2021-09-05,13,-1,35,2021
437,441,"Sorrowful echoes, a symphony of pain played by the strings of loss. ", Sorrow      ,2018-05-22 20:45:00, StringsOfSorrow , Twitter  ,[],18.0,35.0, Germany     ,2018,5,22,20,sorrowful echoes a symphony of pain played by the strings of loss ,negative,[],2018-05-22,20,-1,21,2018
438,442,"Darkness descends, engulfing the soul in the shadows of despair.  ", Darkness     ,2016-07-10 18:20:00, SoulInShadow    , Facebook ,[],28.0,55.0, USA         ,2016,7,10,18,darkness descends engulfing the soul in the shadows of despair  ,negative,[],2016-07-10,18,-1,27,2016
439,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ", Desperation ,2019-04-30 14:00:00, WhisperedDespair , Instagram ,[],22.0,45.0, France    ,2019,4,30,14,desperation whispers the silent plea for a glimmer of hope in the abyss ,neutral,[],2019-04-30,14,0,18,2019
440,444,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ", Ruins      ,2022-01-08 11:30:00, DreamsInWind    , Twitter  ,[],20.0,40.0, Brazil     ,2022,1,8,11,heart in ruins the remnants of shattered dreams scattered in the wind ,positive,[],2022-01-08,11,1,1,2022
441,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ", Desolation ,2017-09-10 19:15:00, DreamEchoes , Twitter ,[],20.0,40.0, Australia ,2017,9,10,19,shattered by the echoes of a shattered dream fragments of hope scattered ,negative,[],2017-09-10,19,-1,36,2017
442,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ", Regret ,2022-04-18 11:30:00, RemorseWalker , Instagram ,[],25.0,50.0, Canada ,2022,4,18,11,avoiding the thorns of regret walking barefoot on the path of remorse ,negative,[],2022-04-18,11,-1,16,2022
443,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ", Grief ,2018-12-05 21:45:00, JoyLabyrinth , Facebook ,[],18.0,35.0, USA ,2018,12,5,21,in the labyrinth of grief the walls echo with the footsteps of lost joy ,negative,[],2018-12-05,21,-1,49,2018
444,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ", Loneliness ,2016-06-28 14:20:00, SolitudeSeas , Twitter ,[],22.0,45.0, UK ,2016,6,28,14,a soul adrift in the sea of solitude waves of loneliness crashing relentlessly ,negative,[],2016-06-28,14,-1,26,2016
445,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ", Bitterness ,2019-10-22 17:00:00, PalateStainer , Instagram ,[],15.0,30.0, Germany ,2019,10,22,17,the bitterness of betrayal a taste that lingers staining the palate of trust ,negative,[],2019-10-22,17,-1,43,2019
446,450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ", Desolation ,2021-03-15 22:45:00, HopeRuins , Facebook ,[],28.0,55.0, Brazil ,2021,3,15,22,in the ruins of hope echoes of shattered dreams whisper tales of loss ,negative,[],2021-03-15,22,-1,11,2021
447,451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ", Heartbreak ,2017-08-10 19:30:00, OceanSinker , Twitter ,[],22.0,45.0, France ,2017,8,10,19,sinking like a stone in the ocean of heartbreak each ripple a sigh of despair ,negative,[],2017-08-10,19,-1,32,2017
448,452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ", Grief ,2023-01-28 14:30:00, InkJournalist , Instagram ,[],30.0,60.0, India ,2023,1,28,14,tears the ink staining the pages of a journal a testament to silent grief ,negative,[],2023-01-28,14,-1,4,2023
449,453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ", Betrayal ,2016-12-12 10:00:00, TrustWasteland , Facebook ,[],25.0,50.0, Italy ,2016,12,12,10,in the wasteland of lost trust the echoes of broken promises reverberate ,positive,[],2016-12-12,10,1,50,2016
450,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ", Resilience ,2020-07-18 15:15:00, DreamTightrope , Twitter ,[],35.0,70.0, Japan ,2020,7,18,15,avoiding the shards of shattered dreams walking the tightrope of resilience ,negative,[],2020-07-18,15,-1,29,2020
451,455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ", Isolation ,2022-05-20 20:30:00, EchoedLaughter , Instagram ,[],30.0,60.0, South Africa ,2022,5,20,20,suffocating in the silence of solitude where echoes of laughter once thrived ,positive,[],2022-05-20,20,1,20,2022
452,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ", Regret ,2019-11-08 14:45:00, PossibilityGhost , Twitter ,[],18.0,35.0, Spain ,2019,11,8,14,haunted by the specter of lost possibilities a ghost that refuses to fade away ,negative,[],2019-11-08,14,-1,45,2019
453,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ", Despair ,2017-03-28 22:00:00, EndlessLabyrinth , Facebook ,[],28.0,55.0, Australia ,2017,3,28,22,in the labyrinth of despair the echoes of a broken heart reverberate endlessly ,negative,[],2017-03-28,22,-1,13,2017
454,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ", Sorrow ,2020-09-15 18:15:00, RiverOfSorrow , Instagram ,[],22.0,45.0, Canada ,2020,9,15,18,sinking like autumn leaves in the river of sorrow carried away by the current ,negative,[],2020-09-15,18,-1,38,2020
455,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ", Desolation ,2018-06-10 13:30:00, DreamGardener , Twitter ,[],20.0,40.0, UK ,2018,6,10,13,in the garden of broken dreams petals fall a silent testimony to shattered hopes ,negative,[],2018-06-10,13,-1,23,2018
456,460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ", Grief ,2016-12-22 21:45:00, CurrencyOfTears , Facebook ,[],25.0,50.0, USA ,2016,12,22,21,tears the currency of grief spent in the marketplace of lost love and longing ,negative,[],2016-12-22,21,-1,51,2016
457,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ", Betrayal ,2021-01-05 16:20:00, MazeWanderer , Instagram ,[],15.0,30.0, Germany ,2021,1,5,16,wandering in the maze of betrayal the walls closing in with every wrong turn ,negative,[],2021-01-05,16,-1,1,2021
458,462,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ", Heartbreak ,2019-04-18 11:00:00, StormSeeker , Twitter ,[],22.0,45.0, Brazil ,2019,4,18,11,a soul weathered by the storm of heartbreak seeking refuge in the calm after ,negative,[],2019-04-18,11,-1,16,2019
459,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ", Despair ,2017-08-28 19:30:00, TapestrySorrow , Facebook ,[],18.0,35.0, India ,2017,8,28,19,in the tapestry of despair threads of hope unravel leaving a portrait of sorrow ,negative,[],2017-08-28,19,-1,35,2017
460,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ", Loss ,2023-02-10 14:30:00, WitheredRose , Instagram ,[],28.0,55.0, France ,2023,2,10,14,like a withered rose in the garden of love petals fall a silent surrender to time ,positive,[],2023-02-10,14,1,6,2023
461,465,"In the void of heartache, echoes of a love song play, each note a pang of longing. ", Heartache ,2022-07-10 22:15:00, LoveSongEcho , Instagram ,[],30.0,60.0, Japan ,2022,7,10,22,in the void of heartache echoes of a love song play each note a pang of longing ,positive,[],2022-07-10,22,1,27,2022
462,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ", Nostalgia ,2019-05-15 21:30:00, MoonlitMemories , Twitter ,[],18.0,35.0, Italy ,2019,5,15,21,nostalgia a bittersweet dance in the moonlit ballroom of cherished memories ,positive,[],2019-05-15,21,1,20,2019
463,467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ", Grief ,2018-11-28 14:00:00, SymphonyOfTears , Facebook ,[],22.0,45.0, Germany ,2018,11,28,14,in the symphony of grief each tear is a note composing a melancholic melody ,negative,[],2018-11-28,14,-1,48,2018
464,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ", Betrayal ,2021-03-02 17:45:00, VenomousGarden , Instagram ,[],25.0,50.0, Canada ,2021,3,2,17,betrayal a venomous serpent slithering through the garden of trust poisoning roots ,negative,[],2021-03-02,17,-1,9,2021
465,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ", Despair ,2016-10-18 19:30:00, QuicksandFighter , Twitter ,[],20.0,40.0, USA ,2016,10,18,19,sinking in the quicksand of despair the harder you fight the deeper you descend ,negative,[],2016-10-18,19,-1,42,2016
466,470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ", Desolation ,2020-08-15 12:30:00, DreamCemetery , Facebook ,[],28.0,55.0, France ,2020,8,15,12,wandering through the cemetery of lost dreams tombstones marking untold sorrows ,negative,[],2020-08-15,12,-1,33,2020
467,471,"Swept away by the river of regret, the currents of the past refusing to release. ", Regret ,2017-04-28 16:20:00, RegretRiver , Instagram ,[],18.0,35.0, UK ,2017,4,28,16,swept away by the river of regret the currents of the past refusing to release ,negative,[],2017-04-28,16,-1,17,2017
468,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ", Loss ,2019-09-10 21:00:00, HeartAttic , Twitter ,[],22.0,45.0, Australia ,2019,9,10,21,whispers of lost love linger in the attic of the heart forgotten but not erased ,positive,[],2019-09-10,21,1,37,2019
469,473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ", Betrayal ,2022-01-28 13:45:00, PromiseGallery , Facebook ,[],15.0,30.0, Brazil ,2022,1,28,13,in the gallery of broken promises each shattered vow framed a painful exhibition ,negative,[],2022-01-28,13,-1,4,2022
470,474,"The echoes of solitude, a silent conversation between a soul and its shadows. ", Solitude ,2016-06-15 22:30:00, EchoedConversation , Instagram ,[],30.0,60.0, Spain ,2016,6,15,22,the echoes of solitude a silent conversation between a soul and its shadows ,neutral,[],2016-06-15,22,0,24,2016
471,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ", Joy ,2021-08-20 15:45:00, SunshineDancer , Instagram ,[],40.0,80.0, USA ,2021,8,20,15,dancing on sunshine each step a celebration of the joy found in simple moments ,positive,[],2021-08-20,15,1,33,2021
472,476,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ", Happiness ,2018-04-12 18:30:00, EchoedLaughter , Twitter ,[],35.0,70.0, Canada ,2018,4,12,18,laughter echoes in the air a chorus of happiness that lifts the spirit higher ,positive,[],2018-04-12,18,1,15,2018
473,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ", Contentment ,2022-02-15 12:20:00, GardenOfJoy , Facebook ,[],25.0,50.0, UK ,2022,2,15,12,in the garden of contentment each bloom whispers tales of inner peace and joy ,positive,[],2022-02-15,12,1,7,2022
474,478,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ", Enthusiasm ,2019-10-28 14:15:00, DreamChaser , Instagram ,[],30.0,60.0, Australia ,2019,10,28,14,chasing dreams under the vibrant sky a journey fueled by hope and enthusiasm ,positive,[],2019-10-28,14,1,44,2019
475,479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ", Gratitude ,2017-12-22 21:00:00, StarSerenader , Twitter ,[],22.0,45.0, India ,2017,12,22,21,serenading the stars with a heart full of gratitude a melody of thankfulness ,positive,[],2017-12-22,21,1,51,2017
476,480,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ", Accomplishment ,2020-06-10 17:30:00, GlowAchiever , Facebook ,[],28.0,55.0, Germany ,2020,6,10,17,basking in the glow of accomplishment each milestone a stepping stone to happiness ,positive,[],2020-06-10,17,1,24,2020
477,481,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ", Positivity ,2016-09-18 19:45:00, DanceHarmony , Instagram ,[],18.0,35.0, France ,2016,9,18,19,in the dance of positivity every step is a rhythm uplifting the soul in harmony ,positive,[],2016-09-18,19,1,37,2016
478,482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ", Joy ,2023-03-10 14:30:00, LaughterCup , Twitter ,[],20.0,40.0, Japan ,2023,3,10,14,overflowing with joy a cup of laughter shared with friends a moment cherished ,positive,[],2023-03-10,14,1,10,2023
479,483,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ", Kindness ,2019-05-05 12:15:00, QuiltedCompassion , Facebook ,[],25.0,50.0, Brazil ,2019,5,5,12,draped in the warmth of kindness a quilt of compassion stitched with love ,positive,[],2019-05-05,12,1,18,2019
480,484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ", Friendship ,2018-08-28 16:00:00, FriendshipGarden , Instagram ,[],30.0,60.0, South Africa ,2018,8,28,16,in the garden of friendships each bloom a testament to the beauty of camaraderie ,positive,[],2018-08-28,16,1,35,2018
481,485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ", Love ,2022-11-15 20:45:00, MelodyOfLove , Twitter ,[],35.0,70.0, USA ,2022,11,15,20,in the embrace of love each heartbeat is a melody dancing to the rhythm of affection ,positive,[],2022-11-15,20,1,46,2022
482,486,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ", Joy ,2019-07-02 17:00:00, ColorfulLaughter , Instagram ,[],40.0,80.0, Canada ,2019,7,2,17,surrounded by the colors of joy a canvas painted with laughter and endless smiles ,positive,[],2019-07-02,17,1,27,2019
483,487,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ", Excitement ,2021-04-18 14:20:00, SymphonyFervor , Facebook ,[],30.0,60.0, UK ,2021,4,18,14,in the symphony of excitement each note is a burst of energy igniting the soul with fervor ,positive,[],2021-04-18,14,1,15,2021
484,488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ", Surprise ,2023-02-05 19:30:00, WrappedDelight , Twitter ,[],25.0,50.0, Australia ,2023,2,5,19,a surprise gift wrapped in anticipation unfolds a moment of delight and wonder ,positive,[],2023-02-05,19,1,5,2023
485,489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ", Curiosity ,2018-09-22 12:45:00, MazeDiscovery , Instagram ,[],22.0,45.0, India ,2018,9,22,12,lost in the maze of curiosity each twist and turn unveils the treasures of discovery ,positive,[],2018-09-22,12,1,38,2018
486,490,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ", Gratitude ,2016-12-10 21:15:00, CloudsOfBlessings , Facebook ,[],28.0,55.0, Germany ,2016,12,10,21,floating on clouds of gratitude each raindrop a blessing a shower of thankfulness ,positive,[],2016-12-10,21,1,49,2016
487,491,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ", Inspiration ,2020-05-28 16:00:00, CometCreativity , Twitter ,[],18.0,35.0, France ,2020,5,28,16,like a comet of inspiration streaking through the sky of creativity leaving trails of brilliance ,positive,[],2020-05-28,16,1,22,2020
488,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ", Success ,2017-11-15 22:30:00, FireworksTriumph , Instagram ,[],22.0,45.0, Japan ,2017,11,15,22,in the celebration of success fireworks of accomplishment light up the night sky of triumph ,positive,[],2017-11-15,22,1,46,2017
489,493,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ", Happiness ,2021-08-02 19:00:00, LaughterSymphony , Facebook ,[],30.0,60.0, Brazil ,2021,8,2,19,a symphony of laughter each note a key to unlocking the door of boundless happiness ,positive,[],2021-08-02,19,1,31,2021
490,494,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ", Thrill ,2019-03-28 15:30:00, EmotionCarnival , Instagram ,[],35.0,70.0, South Africa ,2019,3,28,15,in the carnival of emotions the rollercoaster of thrill sends the heart on a wild ride ,positive,[],2019-03-28,15,1,13,2019
491,495,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ", Reflection ,2018-05-12 17:30:00, ParisDreamer , Twitter ,[],28.0,55.0, France ,2018,5,12,17,standing before the grandeur of the eiffel tower a moment to reflect on the beauty of parisian dreams ,positive,[],2018-05-12,17,1,19,2018
492,496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ", Enchantment ,2022-09-28 15:45:00, DisneylandExplorer , Instagram ,[],30.0,60.0, USA ,2022,9,28,15,lost in the enchantment of disneyland each ride a journey into the realm of childhood fantasies ,negative,[],2022-09-28,15,-1,39,2022
493,497,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ", Excitement ,2019-11-10 14:00:00, FerrariSpeedster , Facebook ,[],22.0,45.0, Italy ,2019,11,10,14,exploring the wonders of ferrari world the roar of engines creating a symphony of speed ,positive,[],2019-11-10,14,1,45,2019
494,498,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ", Joy ,2021-04-02 18:20:00, KeukenhofAdventurer , Instagram ,[],35.0,70.0, Netherlands ,2021,4,2,18,amidst the tulip fields of keukenhof a tapestry of colors that paints the soul with springtime joy ,positive,[],2021-04-02,18,1,13,2021
495,499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ", Exploration ,2017-08-22 21:30:00, KyotoAdventurer , Twitter ,[],18.0,35.0, Japan ,2017,8,22,21,wandering through the historical streets of kyoto each step a journey into the heart of japans traditions ,positive,[],2017-08-22,21,1,34,2017
496,500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ", Awe ,2020-06-15 16:45:00, CanyonMarveler , Instagram ,[],25.0,50.0, USA ,2020,6,15,16,in the embrace of the grand canyon natures masterpiece a moment to marvel at earths grandeur ,positive,[],2020-06-15,16,1,25,2020
497,501,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ", Serenity ,2016-09-10 19:15:00, SantoriniTraveler , Facebook ,[],22.0,45.0, Greece ,2016,9,10,19,journeying through the serenity of santorini where each sunset paints the sky with hues of tranquility ,positive,[],2016-09-10,19,1,36,2016
498,502,"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ", Amazement ,2023-01-28 13:00:00, PetraExplorer , Twitter ,[],30.0,60.0, Jordan ,2023,1,28,13,amazed by the architectural marvels of petra each stone telling tales of an ancient civilization ,positive,[],2023-01-28,13,1,4,2023
499,503,"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ", Romance ,2019-04-18 16:30:00, VeniceRomantic , Instagram ,[],20.0,40.0, Italy ,2019,4,18,16,embarking on a gondola ride in venice each canal reflecting the romance of this timeless city ,positive,[],2019-04-18,16,1,16,2019
500,504,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ", Awe ,2017-11-05 22:00:00, MachuPicchuAdventurer , Facebook ,[],28.0,55.0, Peru ,2017,11,5,22,at the summit of machu picchu a breathtaking panorama that whispers the secrets of ancient civilizations ,positive,[],2017-11-05,22,1,44,2017
501,505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ", Excitement ,2022-07-20 21:45:00, TimesSquareExplorer , Instagram ,[],35.0,70.0, USA ,2022,7,20,21,in the heart of new york city times square dazzles with lights a vibrant spectacle of urban energy ,positive,[],2022-07-20,21,1,29,2022
502,506,"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ", Captivation ,2018-03-15 17:30:00, ColosseumAdventurer , Twitter ,[],25.0,50.0, Italy ,2018,3,15,17,captivated by the historical charm of the colosseum each stone echoing tales of gladiator valor ,positive,[],2018-03-15,17,1,11,2018
503,507,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ", Serenity ,2019-10-28 14:15:00, MaldivesSailor , Facebook ,[],22.0,45.0, Maldives ,2019,10,28,14,sailing the azure waters of the maldives each wave a whisper of serenity in paradise ,positive,[],2019-10-28,14,1,44,2019
504,508,"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ", Wonder ,2021-06-10 16:00:00, AmazonExplorer , Instagram ,[],30.0,60.0, Brazil ,2021,6,10,16,in the midst of the amazon rainforest a symphony of wildlife creates an orchestra of natures wonders ,positive,[],2021-06-10,16,1,23,2021
505,509,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ", Awe ,2017-08-18 19:30:00, GreatWallWalker , Twitter ,[],18.0,35.0, China ,2017,8,18,19,walking the great wall of china each step a testament to ancient engineering marvels ,positive,[],2017-08-18,19,1,33,2017
506,510,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ", Accomplishment ,2020-04-15 05:30:00, FujiSummitAchiever , Facebook ,[],28.0,55.0, Japan ,2020,4,15,5,at the summit of mount fuji a breathtaking sunrise that paints the sky with hues of accomplishment ,positive,[],2020-04-15,5,1,16,2020
507,511,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ", Exploration ,2016-11-22 13:00:00, AngkorWatAdventurer , Instagram ,[],20.0,40.0, Cambodia ,2016,11,22,13,exploring the ancient ruins of angkor wat each stone whispering stories of khmer civilization ,negative,[],2016-11-22,13,-1,47,2016
508,512,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ", Adventure ,2019-01-10 14:45:00, AlpsSkiAdventurer , Twitter ,[],22.0,45.0, Switzerland ,2019,1,10,14,skiing down the slopes of the swiss alps each turn a dance with the majesty of snowcapped peaks ,neutral,[],2019-01-10,14,0,2,2019
509,513,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ", Tranquility ,2023-02-28 16:20:00, KyotoBambooSeeker , Facebook ,[],25.0,50.0, Japan ,2023,2,28,16,in the tranquility of kyotos bamboo forest whispers of ancient zen wisdom echo through the groves ,positive,[],2023-02-28,16,1,9,2023
510,514,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ", Grandeur ,2018-05-28 18:30:00, NorwayFjordExplorer , Instagram ,[],22.0,45.0, Norway ,2018,5,28,18,cruising the fjords of norway each icy landscape a breathtaking masterpiece of natures grandeur ,positive,[],2018-05-28,18,1,22,2018
511,515,"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ", Emotion ,2022-09-15 20:00:00, AdeleConcertGoer , Instagram ,[],40.0,80.0, USA ,2022,9,15,20,at the front row of adeles concert each note of someone like you resonates with soulstirring emotion ,positive,[],2022-09-15,20,1,37,2022
512,516,"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ", Energy ,2019-07-28 21:30:00, BeyonceDancer , Twitter ,[],35.0,70.0, USA ,2019,7,28,21,dancing under the stars at beyoncés live show feeling the power of single ladies in every move ,positive,[],2019-07-28,21,1,30,2019
513,517,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ", Enchantment ,2021-05-10 19:45:00, SwiftieDreamer , Facebook ,[],30.0,60.0, USA ,2021,5,10,19,in the crowd of a taylor swift concert the lyrics of love story create an enchanting fairy tale ,positive,[],2021-05-10,19,1,19,2021
514,518,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ", Nostalgia ,2018-12-02 22:15:00, QueenTributeFan , Instagram ,[],22.0,45.0, UK ,2018,12,2,22,rocking out to the guitar solos at a queen tribute concert a journey back in time with freddies spirit ,positive,[],2018-12-02,22,1,48,2018
515,519,"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ", Serenity ,2020-08-18 19:00:00, SheeranMelodyLover , Twitter ,[],18.0,35.0, UK ,2020,8,18,19,swaying to ed sheerans acoustic melodies a serene evening filled with perfect moments ,positive,[],2020-08-18,19,1,34,2020
516,520,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ", Joy ,2017-03-28 20:30:00, MarsJoyExplorer , Facebook ,[],28.0,55.0, USA ,2017,3,28,20,immersed in the pulsating beats of a bruno mars concert where uptown funk becomes a city of joy ,positive,[],2017-03-28,20,1,13,2017
